SRL,Course,Section,Faculty,Time,Room,Seats Available
1813.,ENG111,3,SDMA,ST 09:40 AM - 11:10 AM,NAC211,0
1814.,ENG111,4,TAA,ST 11:20 AM - 12:50 PM,NAC214,0
1815.,ENG111,5,ShC,ST 11:20 AM - 12:50 PM,NAC511,5
1816.,ENG111,6,MNK,ST 11:20 AM - 12:50 PM,NAC991,0
1817.,ENG111,7,RUJ,ST 01:00 PM - 02:30 PM,NAC211,0
1818.,ENG111,8,ShC,ST 01:00 PM - 02:30 PM,NAC213,9
1819.,ENG111,9,LMh,ST 01:00 PM - 02:30 PM,NAC511,0
1820.,ENG111,10,NCA,ST 04:20 PM - 05:50 PM,NAC211,0
1821.,ENG111,11,RUJ,ST 04:20 PM - 05:50 PM,NAC313,0
1822.,ENG111,12,SDMA,MW 08:00 AM - 09:30 AM,NAC211,1
1823.,ENG111,14,HMe,MW 08:00 AM - 09:30 AM,NAC515,0
1824.,ENG111,15,Ssy,MW 09:40 AM - 11:10 AM,NAC302,0
1825.,ENG111,16,MNK,MW 11:20 AM - 12:50 PM,NAC515,2
1826.,ENG111,17,SZn,MW 01:00 PM - 02:30 PM,NAC514,0
1827.,ENG111,18,SZn,MW 02:40 PM - 04:10 PM,NAC515,12
1828.,ENG111,19,FzM,MW 04:20 PM - 05:50 PM,NAC211,1
1829.,ENG111,20,TBSI,MW 04:20 PM - 05:50 PM,NAC213,0
1830.,ENG111,21,KHU,MW 04:20 PM - 05:50 PM,NAC514,0
1831.,ENG111,22,NSj,RA 08:00 AM - 09:30 AM,NAC515,0
1832.,ENG111,23,NSj,RA 09:40 AM - 11:10 AM,NAC515,0
1833.,ENG115,1,AtB,ST 01:00 PM - 02:30 PM,NAC408,0
1834.,ENG115,2,SuT,ST 02:40 PM - 04:10 PM,NAC408,12
1835.,ENG115,3,LMh,ST 04:20 PM - 05:50 PM,NAC515,0
1836.,ENG115,4,SSA2,MW 01:00 PM - 02:30 PM,NAC302,1
1837.,ENG115,5,NSB,MW 01:00 PM - 02:30 PM,NAC515,0
1838.,ENG115,6,NSB,MW 04:20 PM - 05:50 PM,NAC515,0
1839.,ENG115,7,KHU,MW 01:00 PM - 02:30 PM,NAC517,0
1840.,ENG115,8,ShC,MW 02:40 PM - 04:10 PM,NAC517,7
1841.,ENG210,1,HMe,ST 08:00 AM - 09:30 AM,NAC313,3
1842.,ENG210,2,PMZ,ST 02:40 PM - 04:10 PM,NAC213,0
1843.,ENG216,1,LMh,MW 02:40 PM - 04:10 PM,NAC214,0
1844.,ENG216,2,LMh,MW 04:20 PM - 05:50 PM,NAC313,1
1845.,ENG220,1,NSB,ST 02:40 PM - 04:10 PM,NAC211,0
1846.,ENG220,2,HSh,ST 09:40 AM - 11:10 AM,NAC601,6
1847.,ENG220,3,KHU,ST 11:20 AM - 12:50 PM,NAC213,0
1848.,ENG230,1,HSh,MW 11:20 AM - 12:50 PM,NAC601,1
1849.,ENG260,1,HSh,MW 09:40 AM - 11:10 AM,NAC601,20
1850.,ENG302,1,SHq,RA 11:20 AM - 12:50 PM,NAC511,0
1851.,ENG302,2,SPn,ST 02:40 PM - 04:10 PM,NAC214,0
1852.,ENG334/ENG461,2,MHn,ST 01:00 PM - 02:30 PM,NAC302,0
1853.,ENG336,1,SlQ,MW 02:40 PM - 04:10 PM,NAC511,8
1854.,ENG337,1,SPn,MW 02:40 PM - 04:10 PM,NAC213,0
1855.,ENG338,1,AQB,ST 09:40 AM - 11:10 AM,NAC314,3
1856.,ENG351,1,MHn,ST 02:40 PM - 04:10 PM,NAC302,17
1857.,ENG361,1,HMe,ST 09:40 AM - 11:10 AM,NAC313,14
1858.,ENG366,1,MaNa,MW 01:00 PM - 02:30 PM,NAC213,14
1859.,ENG377,2,SNu,ST 02:40 PM - 04:10 PM,NAC514,14
1860.,ENG406/ENG471,1,SHq,RA 01:00 PM - 02:30 PM,NAC511,2
1861.,ENG427,1,MSz2,ST 04:20 PM - 05:50 PM,NAC511,2
1862.,ENG436,1,HSh,ST 11:20 AM - 12:50 PM,NAC601,29
1863.,ENG441,1,NM,MW 01:00 PM - 02:30 PM,NAC511,4
1864.,ENG501,1,SRO,A 06:00 PM - 09:10 PM,NAC302,0
1865.,ENG501,2,SRO,R 01:00 PM - 04:10 PM,NAC515,15
1866.,ENG509,1,AQB,T 06:00 PM - 09:10 PM,NAC509,12
1867.,ENG515,1,Szi,S 06:00 PM - 09:10 PM,NAC314,24
1868.,ENG520,1,NM,W 06:00 PM - 09:10 PM,NAC314,18
1869.,ENG551,1,TBA,TBA,TBA,10
1870.,ENG554,1,SPn,M 06:00 PM - 09:10 PM,NAC314,29
1871.,ENG560,1,MSz2,S 06:00 PM - 09:10 PM,NAC408,30
1872.,ENG572,1,MSz2,M 06:00 PM - 09:10 PM,NAC408,11
1873.,ENG577,1,SNu,M 06:00 PM - 09:10 PM,NAC302,12
1874.,ENG578,1,SNu,W 06:00 PM - 09:10 PM,NAC302,7
1875.,ENG579,1,MSz2,T 06:00 PM - 09:10 PM,NAC408,0
1876.,ENG580,1,SPn,S 06:00 PM - 09:10 PM,NAC315,10
1877.,ENG602,1,AQB,S 06:00 PM - 09:10 PM,NAC508,12
1878.,ENG604,2,TBA,TBA,TBA,10
1879.,ENG606,1,TBA,TBA,TBA,40
1880.,ENG613,1,ASm,W 06:00 PM - 09:10 PM,NAC308,25
1881.,ENG616,1,SNu,T 06:00 PM - 09:10 PM,NAC307,7
1882.,ENG618,1,TBA,TBA,TBA,40
1883.,ENG634,1,SRO,T 06:00 PM - 09:10 PM,NAC315,24
1884.,ENG635,1,HKH,W 06:00 PM - 09:10 PM,NAC408,30
1885.,ENG637,1,TBA,TBA,TBA,37
1886.,ENV102,1,KNr,ST 01:00 PM - 02:30 PM,SAC312,0
1887.,ENV102,2,KNr,MW 01:00 PM - 02:30 PM,SAC312,0
1888.,ENV107,1,KNr,MW 09:40 AM - 11:10 AM,SAC312,0
1889.,ENV107,2,Mdo,ST 09:40 AM - 11:10 AM,SAC312,0
1890.,ENV107,3,Mdo,ST 11:20 AM - 12:50 PM,SAC312,1
1891.,ENV107,4,Mdo,ST 02:40 PM - 04:10 PM,SAC312,0
1892.,ENV107,5,HmK1,MW 02:40 PM - 04:10 PM,SAC316,0
1893.,ENV107,6,AfI2,RA 02:40 PM - 04:10 PM,SAC203,0
1894.,ENV107,7,NAKN,MW 08:00 AM - 09:30 AM,SAC316,0
1895.,ENV107,8,ADI,MW 09:40 AM - 11:10 AM,SAC305,0
1896.,ENV107,9,LIZN,ST 02:40 PM - 04:10 PM,SAC513,0
1897.,ENV107,10,LIZN,ST 04:20 PM - 05:50 PM,SAC316,0
1898.,ENV107,11,RMKN,ST 09:40 AM - 11:10 AM,OAT601,0
1899.,ENV107,12,RMKN,ST 01:00 PM - 02:30 PM,SAC316,1
1900.,ENV107,13,RMKN,ST 04:20 PM - 05:50 PM,SAC313,0
1901.,ENV107,14,RMKN,MW 11:20 AM - 12:50 PM,OAT601,0
1902.,ENV107,15,RMKN,MW 04:20 PM - 05:50 PM,SAC312,0
1903.,ENV107,16,YKB,MW 08:00 AM - 09:30 AM,SAC207,0
1904.,ENV107,17,NAKN,ST 11:20 AM - 12:50 PM,SAC305,0
1905.,ENV107,18,EAA,ST 01:00 PM - 02:30 PM,SAC513,0
1906.,ENV107,19,EAA,RA 11:20 AM - 12:50 PM,SAC203,0
1907.,ENV107,20,EAA,RA 01:00 PM - 02:30 PM,SAC316,0
1908.,ENV107,21,EAA,RA 04:20 PM - 05:50 PM,NAC605,0
1909.,ENV107,22,SRT,RA 01:00 PM - 02:30 PM,SAC312,0
1910.,ENV107,23,SRT,RA 04:20 PM - 05:50 PM,SAC513,0
1911.,ENV107,24,NAKN,ST 08:00 AM - 09:30 AM,SAC513,0
1912.,ENV107,25,KYH,RA 08:00 AM - 09:30 AM,SAC513,0
1913.,ENV107,26,KYH,RA 02:40 PM - 04:10 PM,NAC202,0
1914.,ENV107,27,RzR,MW 11:20 AM - 12:50 PM,SAC312,0
1915.,ENV107,28,RzR,MW 01:00 PM - 02:30 PM,SAC305,0
1916.,ENV107,29,ARK,RA 09:40 AM - 11:10 AM,SAC305,0
1917.,ENV107,30,ARK,RA 02:40 PM - 04:10 PM,SAC305,0
1918.,ENV107,31,Mrl,RA 08:00 AM - 09:30 AM,SAC305,0
1919.,ENV107,32,Mrl,RA 11:20 AM - 12:50 PM,SAC513,0
1920.,ENV107,33,BnH,RA 02:40 PM - 04:10 PM,SAC316,0
1921.,ENV107,34,BnH,RA 04:20 PM - 05:50 PM,SAC316,0
1922.,ENV107,35,MpR,RA 11:20 AM - 12:50 PM,SAC305,0
1923.,ENV107,36,MpR,RA 01:00 PM - 02:30 PM,SAC305,0
1924.,ENV107,37,ADI,MW 04:20 PM - 05:50 PM,SAC304,0
1925.,ENV107,38,EAA,ST 11:20 AM - 12:50 PM,OAT601,0
1926.,ENV107,39,ADI,ST 04:20 PM - 05:50 PM,SAC312,1
1927.,ENV107,40,MdMR,RA 02:40 PM - 04:10 PM,NAC617,0
1928.,ENV107,41,MdMR,RA 04:20 PM - 05:50 PM,NAC617,0
1929.,ENV107,42,MRKn,RA 02:40 PM - 04:10 PM,NAC618,0
1930.,ENV107,44,KAI,RA 08:00 AM - 09:30 AM,SAC203,15
1931.,ENV107,46,TMI,RA 11:20 AM - 12:50 PM,OAT601,0
1932.,ENV107,47,SNQ,RA 11:20 AM - 12:50 PM,NAC618,0
1933.,ENV107,48,SNQ,RA 01:00 PM - 02:30 PM,NAC403,0
1934.,ENV107,49,Hmk1,MW 04:20 PM - 05:50 PM,SAC513,0
1935.,ENV107L,1,YKB,ST 01:00 PM - 02:30 PM,SAC726,0
1936.,ENV107L,2,AfI2,ST 08:00 AM - 09:30 AM,SAC726_V1,0
1937.,ENV107L,3,AfI2,ST 09:40 AM - 11:10 AM,SAC726_V1,0
1938.,ENV107L,4,AfI2,ST 11:20 AM - 12:50 PM,SAC726_V1,0
1939.,ENV107L,5,AHMn,MW 08:00 AM - 09:30 AM,SAC726,8
1940.,ENV107L,6,SRT,MW 09:40 AM - 11:10 AM,SAC726,2
1941.,ENV107L,7,SRT,MW 11:20 AM - 12:50 PM,SAC726,0
1942.,ENV107L,8,AHMn,MW 08:00 AM - 09:30 AM,SAC726_V,4
1943.,ENV107L,9,SRT,MW 09:40 AM - 11:10 AM,SAC726_V,0
1944.,ENV107L,10,SRT,MW 11:20 AM - 12:50 PM,SAC726_V,0
1945.,ENV107L,11,KYH,ST 01:00 PM - 02:30 PM,SAC726_V,0
1946.,ENV107L,12,KYH,ST 02:40 PM - 04:10 PM,SAC726_V,0
1947.,ENV107L,13,KYH,ST 04:20 PM - 05:50 PM,SAC726_V,3
1948.,ENV107L,14,KYH,ST 01:00 PM - 02:30 PM,SAC726_V1,0
1949.,ENV107L,15,KYH,ST 02:40 PM - 04:10 PM,SAC726_V1,0
1950.,ENV107L,16,KYH,ST 04:20 PM - 05:50 PM,SAC726_V1,4
1951.,ENV107L,17,SSm1,MW 08:00 AM - 09:30 AM,SAC726_V1,9
1952.,ENV107L,18,SSm1,MW 09:40 AM - 11:10 AM,SAC726_V1,0
1953.,ENV107L,19,AHMn,MW 11:20 AM - 12:50 PM,SAC726_V1,0
1954.,ENV107L,20,SSm1,ST 08:00 AM - 09:30 AM,SAC726,0
1955.,ENV107L,21,SSm1,ST 09:40 AM - 11:10 AM,SAC726,0
1956.,ENV107L,22,SSm1,ST 11:20 AM - 12:50 PM,SAC726,0
1957.,ENV107L,23,AHMn,ST 08:00 AM - 09:30 AM,SAC726_V,3
1958.,ENV107L,24,SRT,ST 09:40 AM - 11:10 AM,SAC726_V,1
1959.,ENV107L,25,SRT,ST 11:20 AM - 12:50 PM,SAC726_V,0
1960.,ENV107L,26,ASA2,RA 08:00 AM - 09:30 AM,SAC726,0
1961.,ENV107L,27,ASA2,RA 09:40 AM - 11:10 AM,SAC726,0
1962.,ENV107L,28,ASA2,RA 11:20 AM - 12:50 PM,SAC726,1
1963.,ENV107L,29,ASA2,RA 08:00 AM - 09:30 AM,SAC726_V,5
1964.,ENV107L,30,ASA2,RA 09:40 AM - 11:10 AM,SAC726_V,1
1965.,ENV107L,31,ASA2,RA 11:20 AM - 12:50 PM,SAC726_V,0
1966.,ENV107L,32,ASA2,RA 08:00 AM - 09:30 AM,SAC726_V1,9
1967.,ENV107L,33,ASA2,RA 09:40 AM - 11:10 AM,SAC726_V1,0
1968.,ENV107L,34,ASA2,RA 11:20 AM - 12:50 PM,SAC726_V1,0
1969.,ENV107L,35,KBs,MW 01:00 PM - 02:30 PM,SAC726_V,0
1970.,ENV107L,36,KBs,MW 02:40 PM - 04:10 PM,SAC726_V,0
1971.,ENV107L,37,KBs,MW 04:20 PM - 05:50 PM,SAC726_V,0
1972.,ENV107L,38,KBs,MW 01:00 PM - 02:30 PM,SAC726_V1,0
1973.,ENV107L,39,KBs,MW 02:40 PM - 04:10 PM,SAC726_V1,0
1974.,ENV107L,40,KBs,RA 04:20 PM - 05:50 PM,LAB2,0
1975.,ENV107L,41,MNA3,RA 01:00 PM - 02:30 PM,SAC726,1
1976.,ENV107L,42,MNA3,RA 02:40 PM - 04:10 PM,SAC726,4
1977.,ENV107L,43,MNA3,RA 04:20 PM - 05:50 PM,SAC726,4
1978.,ENV107L,44,MNA3,RA 01:00 PM - 02:30 PM,SAC726_V1,3
1979.,ENV107L,45,MNA3,RA 02:40 PM - 04:10 PM,SAC726_V1,5
1980.,ENV107L,46,MNA3,RA 04:20 PM - 05:50 PM,SAC726_V1,8
1981.,ENV107L,47,SMq,RA 01:00 PM - 02:30 PM,SAC726_V,7
1982.,ENV107L,48,SMq,RA 02:40 PM - 04:10 PM,SAC726_V,4
1983.,ENV107L,49,SMq,RA 04:20 PM - 05:50 PM,SAC726_V,11
1984.,ENV107L,50,KYH,MW 01:00 PM - 02:30 PM,SAC726,0
1985.,ENV172,1,MSSK,MW 01:00 PM - 02:30 PM,SAC513,0
1986.,ENV172,2,MSSK,MW 04:20 PM - 05:50 PM,SAC305,0
1987.,ENV203/GEO205,1,Mzs,RA 09:40 AM - 11:10 AM,SAC513,2
1988.,ENV203/GEO205,2,Mzs,RA 01:00 PM - 02:30 PM,SAC313,5
1989.,ENV203/GEO205,3,RMr,RA 08:00 AM - 09:30 AM,SAC312,0
1990.,ENV203/GEO205,4,RMr,RA 09:40 AM - 11:10 AM,NAC605,0
1991.,ENV203/GEO205,5,JwR,RA 11:20 AM - 12:50 PM,SAC316,0
1992.,ENV203/GEO205,6,JwR,RA 02:40 PM - 04:10 PM,NAC506,0
1993.,ENV203/GEO205,7,Zru,RA 01:00 PM - 02:30 PM,NAC203,0
1994.,ENV203/GEO205,8,Zru,RA 04:20 PM - 05:50 PM,NAC202,1
1995.,ENV203/GEO205,9,NYA,RA 02:40 PM - 04:10 PM,OAT601,12
1996.,ENV204,1,KNr,ST 09:40 AM - 11:10 AM,SAC305,8
1997.,ENV205,1,BKF,MW 11:20 AM - 12:50 PM,SAC305,15
1998.,ENV205,2,BKF,MW 02:40 PM - 04:10 PM,SAC312,16
1999.,ENV207,1,NAKN,ST 02:40 PM - 04:10 PM,SAC316,0
2000.,ENV208,1,YKB,MW 11:20 AM - 12:50 PM,SAC316,0
2001.,ENV208,2,YKB,RA 02:40 PM - 04:10 PM,SAC513,0
2002.,ENV209,1,BKF,ST 01:00 PM - 02:30 PM,SAC305,15
2003.,ENV214,1,HmK1,RA 04:20 PM - 05:50 PM,SAC312,3
2004.,ENV215,1,KYH,RA 01:00 PM - 02:30 PM,SAC513,2
2005.,ENV260,1,MSSK,ST 02:40 PM - 04:10 PM,SAC305,0
2006.,ENV303,1,HmK1,RA 09:40 AM - 11:10 AM,SAC316,0
2007.,ENV304,1,ARK,RA 11:20 AM - 12:50 PM,NAC506,0
2008.,ENV311,1,Mdo,MW 09:40 AM - 11:10 AM,SAC513,15
2009.,ENV311,2,Mdo,MW 11:20 AM - 12:50 PM,SAC513,0
2010.,ENV311,3,Mdo,MW 02:40 PM - 04:10 PM,SAC513,3
2011.,ENV311,4,HmK1,RA 02:40 PM - 04:10 PM,SAC312,0
2012.,ENV372,1,TBA,MW 01:00 PM - 02:30 PM,NAC506,0
2013.,ENV373,1,Jky,MW 02:40 PM - 04:10 PM,SAC305,3
2014.,ENV405,1,RMKN,ST 08:00 AM - 09:30 AM,NAC992,0
2015.,ENV410,1,HmK1,MW 09:40 AM - 11:10 AM,SAC316,0
2016.,ENV414,1,ADI,ST 09:40 AM - 11:10 AM,SAC316,0
2017.,ENV414,2,ADI,ST 11:20 AM - 12:50 PM,SAC316,0
2018.,ENV421,1,MSSK,ST 04:20 PM - 05:50 PM,SAC305,0
2019.,ENV425,1,NRMN,RA 04:20 PM - 05:50 PM,SAC305,0
2020.,ENV430,1,ZFA,MW 08:00 AM - 09:30 AM,SAC312,0
2021.,ENV431,1,TBA,RA 11:20 AM - 12:50 PM,SAC312,18
2022.,ENV498,1,JkY,TBA,TBA,0
2023.,ENV498,5,Mdo,TBA,TBA,0
2024.,ENV498,8,MSSK,TBA,TBA,0
2025.,ENV498,9,LIZN,TBA,TBA,0
2026.,ENV498,10,RMKN,TBA,TBA,1
2027.,ENV499,1,JKY,TBA,TBA,0
2028.,ENV499,2,BKF,TBA,TBA,0
2029.,ENV499,4,Sud,TBA,TBA,0
2030.,ENV499,7,ADI,TBA,TBA,0
2031.,ENV499,8,MSSK,TBA,TBA,0
2032.,ENV499,12,EAA,TBA,TBA,1
2033.,ENV501,1,Sud,F 07:00 PM - 10:10 PM,SAC316,7
2034.,ENV502,1,NRMN,R 07:00 PM - 10:10 PM,SAC305,0
2035.,ENV605,1,Jky,M 07:00 PM - 10:10 PM,SAC305,10
2036.,ENV606,1,Jky,T 07:00 PM - 10:10 PM,SAC305,1
2037.,ENV609,1,FhR,S 07:00 PM - 10:10 PM,SAC305,3
2038.,ENV624,1,BnH,A 07:00 PM - 10:10 PM,SAC315,0
2039.,ENV627,1,SMq,R 07:00 PM - 10:10 PM,SAC316,7
2040.,ENV630,1,DHn,F 09:00 AM - 12:00 PM,SAC305,9
2041.,ENV649,1,BKF,W 07:00 PM - 10:10 PM,SAC305,1
2042.,ENV652,1,JKY,TBA,TBA,0
2043.,ENV685,1,RzR,A 02:40 PM - 05:50 PM,NAC992,10
2044.,ENV697,2,BKF,TBA,TBA,0
2045.,ENV697,4,Sud,TBA,TBA,0
2046.,EEE211/ETE211,6,SMMA,RA 01:00 PM - 02:30 PM,SAC206,0
2047.,EEE211L/ETE211L,6,SMMA,S 08:00 AM - 11:10 AM,SAC801,2
2048.,EEE221L/ETE221L,1,FKr,M 11:20 AM - 02:30 PM,LIB606,12
2049.,EEE221L/ETE221L,2,FKr,W 11:20 AM - 02:30 PM,LIB606,11
2050.,EEE221L/ETE221L,3,SVS,S 11:20 AM - 02:30 PM,LIB606,0
2051.,EEE321L/ETE321L,1,SVS,W 02:40 PM - 05:50 PM,LIB606,12
2052.,EEE321L/ETE321L,2,FMA,T 02:40 PM - 05:50 PM,LIB607,0
2053.,EEE342L/ETE418L,1,lih,M 11:20 AM - 12:50 PM,LIB607,11
2054.,ETE498R,1,TBA,TBA,TBA,21
2055.,ETE498R,2,TBA,TBA,TBA,21
2056.,ETH201,1,EzK,ST 08:00 AM - 09:30 AM,NAC1078,1
2057.,ETH201,2,EzK,ST 11:20 AM - 12:50 PM,NAC407,0
2058.,FIN254,1,AHU,ST 01:00 PM - 02:30 PM,NAC207,0
2059.,FIN254,2,Hmu,ST 04:20 PM - 05:50 PM,NAC309,0
2060.,FIN254,3,ARM,ST 04:20 PM - 05:50 PM,NAC206,13
2061.,FIN254,4,ASY,MW 02:40 PM - 04:10 PM,NAC206,0
2062.,FIN254,5,HAS,RA 04:20 PM - 05:50 PM,NAC207,15
2063.,FIN254,6,HHQ1,MW 01:00 PM - 02:30 PM,NAC309,0
2064.,FIN254,7,HHQ1,MW 11:20 AM - 12:50 PM,NAC207,0
2065.,FIN254,8,ARm,ST 01:00 PM - 02:30 PM,NAC510,0
2066.,FIN254,9,IAC,MW 09:40 AM - 11:10 AM,NAC206,4
2067.,FIN254,10,MDM,ST 11:20 AM - 12:50 PM,NAC411,0
2068.,FIN254,12,NNH,MW 09:40 AM - 11:10 AM,NAC619,0
2069.,FIN254,13,NNH,MW 11:20 AM - 12:50 PM,NAC206,0
2070.,FIN254,14,RBY,MW 09:40 AM - 11:10 AM,NAC513,0
2071.,FIN254,15,SNT,MW 08:00 AM - 09:30 AM,NAC414,0
2072.,FIN254,16,SNT,MW 11:20 AM - 12:50 PM,NAC414,0
2073.,FIN254,17,SNT,ST 08:00 AM - 09:30 AM,NAC414,0
2074.,FIN254,18,SYS,ST 09:40 AM - 11:10 AM,NAC619,0
2075.,FIN254,19,SYS,ST 11:20 AM - 12:50 PM,NAC603,0
2076.,FIN254,20,TNK,ST 04:20 PM - 05:50 PM,NAC414,0
2077.,FIN254,21,Aay,RA 02:40 PM - 04:10 PM,NAC411,0
2078.,FIN254,22,DAKn,RA 02:40 PM - 04:10 PM,NAC414,7
2079.,FIN254,24,MBSr,RA 08:00 AM - 09:30 AM,NAC309,2
2080.,FIN254,25,MSHo,RA 09:40 AM - 11:10 AM,NAC414,0
2081.,FIN254,26,MSHo,RA 11:20 AM - 12:50 PM,NAC991,0
2082.,FIN410,1,HAS,RA 11:20 AM - 12:50 PM,NAC206,7
2083.,FIN410,2,MRE,MW 01:00 PM - 02:30 PM,NAC510,0
2084.,FIN410,3,MRe,ST 01:00 PM - 02:30 PM,NAC619,0
2085.,FIN410,4,TKS,ST 11:20 AM - 12:50 PM,NAC993,0
2086.,FIN433,1,AHM,ST 01:00 PM - 02:30 PM,NAC206,0
2087.,FIN433,2,AHM,ST 11:20 AM - 12:50 PM,NAC206,0
2088.,FIN433,3,HHQ1,ST 01:00 PM - 02:30 PM,NAC414,0
2089.,FIN433,4,HHQ1,ST 11:20 AM - 12:50 PM,NAC414,0
2090.,FIN433,5,HMU,MW 01:00 PM - 02:30 PM,NAC310,0
2091.,FIN433,6,HMU,MW 02:40 PM - 04:10 PM,NAC309,0
2092.,FIN433,7,MN,MW 01:00 PM - 02:30 PM,NAC414,22
2093.,FIN433,9,SNT,ST 09:40 AM - 11:10 AM,NAC605,1
2094.,FIN435,1,HAS,MW 01:00 PM - 02:30 PM,NAC207,1
2095.,FIN435,2,Hmu,ST 01:00 PM - 02:30 PM,NAC309,0
2096.,FIN435,3,MAR3,ST 11:20 AM - 12:50 PM,NAC310,0
2097.,FIN435,4,MAR3,ST 02:40 PM - 04:10 PM,NAC414,1
2098.,FIN435,5,MDM,MW 09:40 AM - 11:10 AM,NAC207,6
2099.,FIN435,7,MNl1,RA 11:20 AM - 12:50 PM,NAC207,0
2100.,FIN440,1,ASY,MW 01:00 PM - 02:30 PM,NAC203,0
2101.,FIN440,2,FJM,MW 02:40 PM - 04:10 PM,NAC513,0
2102.,FIN440,3,HAS,RA 02:40 PM - 04:10 PM,NAC207,11
2103.,FIN440,4,MN,ST 02:40 PM - 04:10 PM,NAC411,9
2104.,FIN440,5,MRE,MW 02:40 PM - 04:10 PM,NAC411,0
2105.,FIN440,6,MZF,MW 08:00 AM - 09:30 AM,NAC309,5
2106.,FIN440,7,SYS,MW 09:40 AM - 11:10 AM,NAC991,0
2107.,FIN440,8,TKS,MW 08:00 AM - 09:30 AM,NAC601,0
2108.,FIN440,9,MzF,MW 11:20 AM - 12:50 PM,NAC314,1
2109.,FIN444,1,MZIZ,ST 08:00 AM - 09:30 AM,NAC993,1
2110.,FIN444,2,MZF,ST 09:40 AM - 11:10 AM,NAC414,0
2111.,FIN444,3,TNK,MW 02:40 PM - 04:10 PM,NAC619,0
2112.,FIN444,4,TNK,MW 04:20 PM - 05:50 PM,NAC310,0
2113.,FIN444,5,TNK,MW 11:20 AM - 12:50 PM,NAC619,0
2114.,FIN444,6,MBSr,RA 09:40 AM - 11:10 AM,NAC619A,1
2115.,FIN455,1,MZF,MW 09:40 AM - 11:10 AM,NAC411,1
2116.,FIN464,1,AHM,MW 09:40 AM - 11:10 AM,NAC202,0
2117.,FIN464,2,AHM,MW 11:20 AM - 12:50 PM,NAC411,0
2118.,FIN464,3,MDM,ST 09:40 AM - 11:10 AM,NAC310,3
2119.,FIN464,4,TSA,ST 08:00 AM - 09:30 AM,NAC601,6
2120.,FIN464,5,MhMR,RA 09:40 AM - 11:10 AM,NAC991,9
2121.,FIN470,1,RMA,MW 02:40 PM - 04:10 PM,NAC414,22
2122.,FIN480,1,MAR3,MW 01:00 PM - 02:30 PM,NAC411,7
2123.,FIN635,1,MdR,R 07:00 PM - 10:10 PM,NAC619A,28
2124.,FIN637,1,MAR3,M 07:00 PM - 10:10 PM,NAC602,20
2125.,FIN639,1,SHNM,W 07:00 PM - 10:10 PM,NAC510,16
2126.,FIN639,2,Rma,M 07:00 PM - 10:10 PM,NAC619A,0
2127.,FIN642,1,Rma,F 09:00 AM - 12:30 PM,NAC619A,0
2128.,FIN643,1,SHNM,A 07:00 PM - 10:10 PM,NAC605,21
2129.,FIN644,1,PKB,R 07:00 PM - 10:10 PM,NAC620,5
2130.,FIN645,1,TNK,S 07:00 PM - 10:10 PM,NAC603,8
2131.,FIN647,1,Rma,A 07:00 PM - 10:10 PM,NAC619A,21
2132.,HAS502,1,DAMn,A 04:30 PM - 07:10 PM,NAC515,9
2133.,HAS503,1,SAR3,A 11:20 AM - 02:30 PM,NAC1024,9
2134.,HAS504,1,Sfn,F 03:00 PM - 06:00 PM,NAC406,8
2135.,HAS506,1,MZD,F 09:00 AM - 12:00 PM,NAC406,9
2136.,HIS101,1,SFN,MW 11:20 AM - 12:50 PM,NAC1079,0
2137.,HIS101,2,SFN,MW 02:40 PM - 04:10 PM,NAC1079,0
2138.,HIS101,3,ZRS,MW 11:20 AM - 12:50 PM,NAC407,0
2139.,HIS101,4,MdI1,MW 01:00 PM - 02:30 PM,NAC406,0
2140.,HIS101,6,ZRS,ST 02:40 PM - 04:10 PM,NAC992,0
2141.,HIS101,7,SLN,ST 11:20 AM - 12:50 PM,NAC406,0
2142.,HIS101,8,SLN,ST 01:00 PM - 02:30 PM,NAC215,1
2143.,HIS101,9,SLN,MW 09:40 AM - 11:10 AM,NAC406,1
2144.,HIS101,10,SLN,MW 11:20 AM - 12:50 PM,NAC406,0
2145.,HIS101,11,ABP1,MW 08:00 AM - 09:30 AM,NAC1078,0
2146.,HIS101,12,Asz,MW 09:40 AM - 11:10 AM,NAC621,0
2147.,HIS101,13,Asz,MW 01:00 PM - 02:30 PM,NAC1078,0
2148.,HIS101,14,ZrS,MW 02:40 PM - 04:10 PM,NAC990,0
2149.,HIS101,15,MDI1,MW 04:20 PM - 05:50 PM,NAC406,0
2150.,HIS102,1,AFRN,ST 09:40 AM - 11:10 AM,NAC406,0
2151.,HIS102,2,AFRN,MW 09:40 AM - 11:10 AM,LIB907,0
2152.,HIS102,3,AFRN,MW 04:20 PM - 05:50 PM,NAC991,0
2153.,HIS102,4,MZD,RA 01:00 PM - 02:30 PM,NAC215,0
2154.,HIS102,5,MZD,RA 04:20 PM - 05:50 PM,NAC407,0
2155.,HIS102,6,AHB,MW 01:00 PM - 02:30 PM,NAC1077,0
2156.,HIS102,7,AHB,MW 04:20 PM - 05:50 PM,NAC407,0
2157.,HIS102,8,ABS3,RA 02:40 PM - 04:10 PM,NAC216,1
2158.,HIS102,9,ABS3,RA 04:20 PM - 05:50 PM,NAC216,4
2159.,HIS102,10,Fkh,ST 08:00 AM - 09:30 AM,NAC216,0
2160.,HIS102,11,FKH,RA 04:20 PM - 05:50 PM,NAC213,32
