SRL,Course,Section,Faculty,Time,Room,Seats Available
2161.,HIS102,12,RHU,ST 08:00 AM - 09:30 AM,NAC215,2
2162.,HIS103,1,MBU,ST 11:20 AM - 12:50 PM,NAC1078,0
2163.,HIS103,2,SFN,RA 11:20 AM - 12:50 PM,NAC1078,0
2164.,HIS103,3,SAMS,ST 11:20 AM - 12:50 PM,NAC216,0
2165.,HIS103,4,SAMS,ST 02:40 PM - 04:10 PM,NAC216,0
2166.,HIS103,5,SAMS,MW 09:40 AM - 11:10 AM,NAC216,0
2167.,HIS103,6,SAMS,MW 01:00 PM - 02:30 PM,NAC216,0
2168.,HIS103,7,AFRN,ST 02:40 PM - 04:10 PM,NAC407,0
2169.,HIS103,8,MbK1,ST 02:40 PM - 04:10 PM,NAC406,0
2170.,HIS103,9,MbK1,ST 04:20 PM - 05:50 PM,NAC406,0
2171.,HIS103,10,MbK1,MW 01:00 PM - 02:30 PM,NAC215,0
2172.,HIS103,11,MbK1,MW 02:40 PM - 04:10 PM,NAC216,0
2173.,HIS103,12,AFBS,MW 11:20 AM - 12:50 PM,SAC210,0
2174.,HIS103,13,AFBS,MW 02:40 PM - 04:10 PM,NAC992,3
2175.,HIS103,14,AFBS,MW 04:20 PM - 05:50 PM,NAC621,0
2176.,HIS103,15,Aym,RA 01:00 PM - 02:30 PM,SAC801A,0
2177.,HIS103,16,MAR2,RA 04:20 PM - 05:50 PM,NAC1078,0
2178.,HIS103,17,HZK,MW 08:00 AM - 09:30 AM,NAC216,0
2179.,HIS103,18,HZK,MW 11:20 AM - 12:50 PM,NAC621,0
2180.,HIS103,19,MGRn,RA 09:40 AM - 11:10 AM,NAC1078,0
2181.,HIS103,20,HyK1,RA 11:20 AM - 12:50 PM,NAC992,0
2182.,HIS103,21,Trh,RA 02:40 PM - 04:10 PM,NAC1078,0
2183.,HIS103,22,MSIa,MW 08:00 AM - 09:30 AM,NAC406,0
2184.,HIS103,23,MSIa,MW 09:40 AM - 11:10 AM,NAC1078,0
2185.,HIS103,25,SAR3,RA 08:00 AM - 09:30 AM,NAC619A,0
2186.,HIS103,27,DAMN,RA 01:00 PM - 02:30 PM,NAC1078,0
2187.,HIS103,28,TRh,RA 01:00 PM - 02:30 PM,SAC205,11
2188.,HIS103,29,Aym,RA 02:40 PM - 04:10 PM,SAC401,0
2189.,HIS103,30,MGRN,RA 08:00 AM - 09:30 AM,NAC605,0
2190.,HIS103,31,SaMS,RA 01:00 PM - 02:30 PM,SAC207,0
2191.,HIS103,32,AFRN,RA 02:40 PM - 04:10 PM,NAC619A,0
2192.,HIS103,33,SwH1,RA 08:00 AM - 09:30 AM,NAC1078,4
2193.,HIS103,34,SWH1,RA 11:20 AM - 12:50 PM,SAC511,0
2194.,HIS103,35,SWH1,RA 02:40 PM - 04:10 PM,SAC801A,1
2195.,HIS103,37,AqR1,ST 02:40 PM - 04:10 PM,NAC991,0
2196.,HIS103,38,AqR1,ST 04:20 PM - 05:50 PM,NAC601,0
2197.,HIS103,39,BHj,MW 02:40 PM - 04:10 PM,NAC621,0
2198.,HIS103,40,BHj,MW 04:20 PM - 05:50 PM,NAC216,0
2199.,HIS203,1,HYK1,RA 08:00 AM - 09:30 AM,NAC604,4
2200.,HIS205,1,Abs3,RA 11:20 AM - 12:50 PM,NAC216,1
2201.,HRM340,1,FsZ,ST 09:40 AM - 11:10 AM,NAC305,16
2202.,HRM340,2,Sqt,ST 01:00 PM - 02:30 PM,NAC507,0
2203.,HRM340,3,Sqt,MW 11:20 AM - 12:50 PM,NAC306,0
2204.,HRM360,1,Alm,ST 02:40 PM - 04:10 PM,NAC502,0
2205.,HRM360,2,Sqt,ST 11:20 AM - 12:50 PM,NAC306,0
2206.,HRM360,3,SYI,ST 01:00 PM - 02:30 PM,NAC205,28
2207.,HRM370,1,KsM,MW 04:20 PM - 05:50 PM,NAC601,0
2208.,HRM370,2,TuA,MW 09:40 AM - 11:10 AM,NAC404,20
2209.,HRM370,3,TuA,ST 08:00 AM - 09:30 AM,NAC508,29
2210.,HRM380,1,TuA,ST 09:40 AM - 11:10 AM,NAC205,15
2211.,HRM380,2,UHM,MW 02:40 PM - 04:10 PM,NAC306,0
2212.,HRM450,1,MFC,MW 11:20 AM - 12:50 PM,NAC502,0
2213.,HRM450,2,Mli,MW 09:40 AM - 11:10 AM,NAC502,0
2214.,HRM450,3,TuA,MW 01:00 PM - 02:30 PM,NAC301,6
2215.,HRM470,1,QTI,ST 11:20 AM - 12:50 PM,NAC305,0
2216.,HRM470,2,Sqt,MW 01:00 PM - 02:30 PM,NAC507,1
2217.,HRM602,1,KdA,A 03:00 PM - 06:30 PM,NAC602,4
2218.,HRM603,1,KsM,M 07:00 PM - 10:10 PM,NAC601,0
2219.,HRM604,1,Alm,T 07:00 PM - 10:10 PM,NAC991,7
2220.,HRM610,1,KsM,W 07:00 PM - 10:10 PM,NAC601,9
2221.,HRM660,1,MFC,R 07:00 PM - 10:10 PM,NAC621,22
2222.,INB350,1,SaRn,MW 02:40 PM - 04:10 PM,NAC504,4
2223.,INB372,1,SAW,RA 08:00 AM - 09:30 AM,NAC503,16
2224.,INB372,3,MHZ,RA 02:40 PM - 04:10 PM,NAC503,0
2225.,INB372,4,MHZ,RA 04:20 PM - 05:50 PM,NAC503,2
2226.,INB372,5,TFz,MW 08:00 AM - 09:30 AM,NAC307,0
2227.,INB372,6,TFz,MW 09:40 AM - 11:10 AM,NAC307,0
2228.,INB372,7,SaRn,MW 09:40 AM - 11:10 AM,NAC209,0
2229.,INB372,8,AFMo,MW 01:00 PM - 02:30 PM,NAC307,0
2230.,INB372,9,Fzy,ST 09:40 AM - 11:10 AM,NAC209,1
2231.,INB372,10,Fzy,ST 01:00 PM - 02:30 PM,NAC307,0
2232.,INB372,11,Mbt,ST 01:00 PM - 02:30 PM,NAC210,0
2233.,INB372,12,Mbt,ST 04:20 PM - 05:50 PM,NAC504,14
2234.,INB372,13,Mbt,MW 04:20 PM - 05:50 PM,NAC308,12
2235.,INB372,14,FHZ,ST 01:00 PM - 02:30 PM,NAC308,0
2236.,INB372,15,FHZ,RA 02:40 PM - 04:10 PM,NAC209,0
2237.,INB372,16,FHZ,RA 11:20 AM - 12:50 PM,NAC307,0
2238.,INB372,18,AFMo,MW 04:20 PM - 05:50 PM,NAC209,0
2239.,INB372,19,SSA1,ST 02:40 PM - 04:10 PM,NAC210,0
2240.,INB372,20,SSA1,ST 04:20 PM - 05:50 PM,NAC503,0
2241.,INB372,21,RRR,RA 01:00 PM - 02:30 PM,NAC210,0
2242.,INB372,22,SAW,RA 09:40 AM - 11:10 AM,NAC504,22
2243.,INB400,1,MeI,MW 11:20 AM - 12:50 PM,NAC504,1
2244.,INB400,2,MeI,MW 02:40 PM - 04:10 PM,NAC307,3
2245.,INB480,1,KNM1,ST 02:40 PM - 04:10 PM,NAC621,5
2246.,INB490,1,Fss,MW 08:00 AM - 09:30 AM,NAC210,11
2247.,INB490,2,Fss,MW 09:40 AM - 11:10 AM,NAC210,0
2248.,LAW101,1,Sqb,MW 09:40 AM - 11:10 AM,NAC203,0
2249.,LAW101,2,TAS,MW 02:40 PM - 04:10 PM,NAC203,9
2250.,LAW101,3,TAS,MW 04:20 PM - 05:50 PM,NAC203,11
2251.,LAW101,4,ZFA,MW 01:00 PM - 02:30 PM,NAC202,9
2252.,LAW107,1,NMA,ST 01:00 PM - 02:30 PM,NAC618,0
2253.,LAW200,1,Sqb,MW 08:00 AM - 09:30 AM,NAC203,1
2254.,LAW200,2,ZFA,ST 09:40 AM - 11:10 AM,NAC618,6
2255.,LAW200,3,TAS,ST 11:20 AM - 12:50 PM,NAC203,0
2256.,LAW200,4,TAS,ST 02:40 PM - 04:10 PM,NAC203,0
2257.,LAW200,5,TAS,ST 04:20 PM - 05:50 PM,NAC203,5
2258.,LAW200,6,TAS,MW 11:20 AM - 12:50 PM,NAC203,0
2259.,LAW200,7,AMSN,ST 09:40 AM - 11:10 AM,NAC203,2
2260.,LAW200,8,AMSN,MW 09:40 AM - 11:10 AM,NAC605,10
2261.,LAW200,9,AMSN,MW 11:20 AM - 12:50 PM,NAC605,4
2262.,LAW200,10,ZFA,ST 01:00 PM - 02:30 PM,NAC202,4
2263.,LAW200,11,Ibd,ST 02:40 PM - 04:10 PM,NAC202,4
2264.,LAW200,12,TBN,ST 11:20 AM - 12:50 PM,NAC506,3
2265.,LAW200,13,TBN,ST 02:40 PM - 04:10 PM,NAC617,9
2266.,LAW200,14,TBN,ST 04:20 PM - 05:50 PM,NAC618,16
2267.,LAW200,15,TBN,MW 01:00 PM - 02:30 PM,NAC605,3
2268.,LAW200,16,TBN,MW 02:40 PM - 04:10 PM,NAC605,9
2269.,LAW200,17,KTRS,ST 01:00 PM - 02:30 PM,NAC605,2
2270.,LAW200,18,TTR,MW 09:40 AM - 11:10 AM,NAC618,1
2271.,LAW201,1,LKM,MW 09:40 AM - 11:10 AM,NAC506,0
2272.,LAW201,2,LKM,MW 11:20 AM - 12:50 PM,NAC506,0
2273.,LAW201,3,LKM,MW 02:40 PM - 04:10 PM,NAC506,0
2274.,LAW201,4,ZFA,ST 04:20 PM - 05:50 PM,NAC1077,10
2275.,LAW211,1,Rji,MW 08:00 AM - 09:30 AM,NAC202,2
2276.,LAW211,2,Rji,RA 08:00 AM - 09:30 AM,NAC202,21
2277.,LAW211,3,Rji,RA 09:40 AM - 11:10 AM,NAC202,5
2278.,LAW213,1,NJN,MW 01:00 PM - 02:30 PM,NAC617,0
2279.,LAW213,2,NJN,MW 04:20 PM - 05:50 PM,NAC617,4
2280.,LAW225,1,NFZA,ST 11:20 AM - 12:50 PM,NAC617,1
2281.,LAW225,2,NFZA,ST 01:00 PM - 02:30 PM,NAC617,0
2282.,LAW301,1,NJN,ST 09:40 AM - 11:10 AM,NAC506,2
2283.,LAW301,2,NJN,ST 01:00 PM - 02:30 PM,NAC506,0
2284.,LAW303,1,ItA,ST 11:20 AM - 12:50 PM,NAC618,0
2285.,LAW303,2,ItA,MW 11:20 AM - 12:50 PM,NAC618,8
2286.,LAW305,1,Rji,RA 01:00 PM - 02:30 PM,NAC605,4
2287.,LAW305,2,Rji,RA 02:40 PM - 04:10 PM,NAC605,5
2288.,LAW306,1,TBN,MW 09:40 AM - 11:10 AM,NAC617,1
2289.,LAW313,1,NJN,ST 04:20 PM - 05:50 PM,NAC506,0
2290.,LAW314,2,KTRS,MW 01:00 PM - 02:30 PM,NAC618,5
2291.,LAW314,3,TIR,F 09:00 AM - 11:30 AM,NAC411,7
2292.,LAW405,1,Sqb,ST 08:00 AM - 09:30 AM,NAC202,1
2293.,LAW405,2,Sqb,ST 09:40 AM - 11:10 AM,NAC202,0
2294.,LAW405,3,Sqb,ST 01:00 PM - 02:30 PM,NAC203,1
2295.,LAW413,1,AMSN,ST 02:40 PM - 04:10 PM,NAC605,28
2296.,LAW415,1,MZR2,F 02:00 PM - 04:30 PM,NAC410,22
2297.,LAW416,1,NFZA,ST 04:20 PM - 05:50 PM,NAC617,0
2298.,LAW416,2,NFZA,MW 11:20 AM - 12:50 PM,NAC617,0
2299.,LAW417,1,MZR2,F 10:00 AM - 12:30 PM,NAC410,10
2300.,LAW418,1,ASO,F 02:00 PM - 04:30 PM,NAC405,0
2301.,LAW418,2,MZR2,F 04:40 PM - 07:10 PM,NAC410,17
2302.,LAW419,1,LKM,ST 11:20 AM - 12:50 PM,NAC605,5
2303.,LAW419,2,LKM,ST 02:40 PM - 04:10 PM,NAC506,8
2304.,LAW420,1,ASO,F 04:40 PM - 07:10 PM,NAC405,0
2305.,LAW420,2,ASO,F 09:00 AM - 12:30 PM,NAC409,11
2306.,LAW421,1,MRI3,ST 09:40 AM - 11:10 AM,NAC617,0
2307.,LAW422,1,AMSN,MW 02:40 PM - 04:10 PM,NAC202,30
2308.,LAW423,1,ZFA,MW 11:20 AM - 12:50 PM,NAC202,19
2309.,LAW424,1,AMSN,ST 11:20 AM - 12:50 PM,NAC202,27
2310.,LAW427,1,NFZA,MW 02:40 PM - 04:10 PM,NAC618,0
2311.,LAW427,2,NFZA,MW 04:20 PM - 05:50 PM,NAC618,4
2312.,LBA104,1,TBA,MW 09:40 AM - 11:10 AM,NAC511,2
2313.,LLB101,1,KTRS,ST 06:00 PM - 07:30 PM,NAC517,1
2314.,LLM501,1,SAA4,A 10:50 AM - 01:30 PM,LIB907,15
2315.,LLM502,1,SAA4,M 07:00 PM - 10:10 PM,NAC409,20
2316.,LLM506,1,SAA4,A 08:00 AM - 10:40 AM,LIB907,24
2317.,LLM508,1,Zmn,W 07:00 PM - 10:10 PM,NAC617,11
2318.,LLM509,1,MRI3,S 07:00 PM - 10:10 PM,NAC617,0
2319.,LLM509,2,NMA,S 03:05 PM - 05:45 PM,NAC11117,1
2320.,LLM509,3,NMA,T 03:05 PM - 05:45 PM,NAC11117,0
2321.,LLM512,1,Sqb,T 07:00 PM - 10:10 PM,NAC617,9
2322.,LLM513,1,Zmn,R 07:00 PM - 10:10 PM,NAC617,15
2323.,LLM514,1,MJAn,F 04:00 PM - 06:30 PM,NAC404,23
2324.,LLM516,1,AMu1,A 03:05 PM - 05:45 PM,LIB907,15
2325.,LLM517,1,AWi,F 09:00 AM - 12:30 PM,NAC617,15
2326.,LLM520,3,NMN1,F 07:00 PM - 10:10 PM,NAC405,6
2327.,LLM523,1,NMN1,R 04:00 PM - 06:30 PM,NAC509,0
2328.,LLM528,1,MJAn,F 07:00 PM - 10:10 PM,NAC617,33
2329.,MAT116,1,Mde,RA 11:20 AM - 12:50 PM,NAC409,0
2330.,MAT116,2,Mde,RA 01:00 PM - 02:30 PM,NAC409,0
2331.,MAT116,3,REK,ST 01:00 PM - 02:30 PM,SAC211,0
2332.,MAT116,4,MTK,ST 01:00 PM - 02:30 PM,NAC208,0
2333.,MAT116,5,REK,ST 04:20 PM - 05:50 PM,SAC211,0
2334.,MAT116,6,MALn,MW 04:20 PM - 05:50 PM,SAC205,5
2335.,MAT116,7,MALn,MW 11:20 AM - 12:50 PM,NAC410,3
2336.,MAT116,8,AdA,RA 02:40 PM - 04:10 PM,SAC207,1
2337.,MAT116,9,AdA,RA 04:20 PM - 05:50 PM,SAC203,0
2338.,MAT116,10,Sdt,ST 01:00 PM - 02:30 PM,NAC409,0
2339.,MAT116,11,LSA,MW 08:00 AM - 09:30 AM,NAC201,0
2340.,MAT116,12,MRM2,RA 04:20 PM - 05:50 PM,NAC410,2
2341.,MAT116,13,ZIBe,RA 09:40 AM - 11:10 AM,SAC315,0
2342.,MAT116,14,ZHn,ST 09:40 AM - 11:10 AM,NAC510,0
2343.,MAT116,15,ZHn,ST 11:20 AM - 12:50 PM,NAC510,1
2344.,MAT116,16,MTK,ST 04:20 PM - 05:50 PM,SAC203,4
2345.,MAT116,17,Sdt,ST 04:20 PM - 05:50 PM,NAC409,4
2346.,MAT116,18,ZIBe,RA 08:00 AM - 09:30 AM,SAC315,3
2347.,MAT116,19,LSA,MW 04:20 PM - 05:50 PM,NAC506,0
2348.,MAT116,20,NSR,MW 06:00 PM - 07:30 PM,SAC304,0
2349.,MAT116,21,SK,ST 06:00 PM - 07:30 PM,SAC306,2
2350.,MAT116,22,MAHN,RA 04:20 PM - 05:50 PM,SAC401,0
2351.,MAT116,23,THr,RA 04:20 PM - 05:50 PM,SAC511,3
2352.,MAT116,24,FDW,RA 08:00 AM - 09:30 AM,NAC310,2
2353.,MAT116,25,TAA1,RA 04:20 PM - 05:50 PM,SAC801A,1
2354.,MAT116,28,AUR,RA 04:20 PM - 05:50 PM,NAC210,9
2355.,MAT120,1,KKAr,MW 04:20 PM - 05:50 PM,SAC801A,0
2356.,MAT120,2,ChH,RA 08:00 AM - 09:30 AM,SAC401,11
2357.,MAT120,3,ChH,RA 09:40 AM - 11:10 AM,NAC601,0
2358.,MAT120,4,NSr,MW 11:20 AM - 12:50 PM,NAC992,0
2359.,MAT120,5,SK,ST 04:20 PM - 05:50 PM,NAC605,0
2360.,MAT120,6,NSr,MW 01:00 PM - 02:30 PM,NAC992,0
2361.,MAT120,7,MMHn,RA 01:00 PM - 02:30 PM,SAC401,0
2362.,MAT120,8,MMHn,RA 04:20 PM - 05:50 PM,NAC409,1
2363.,MAT120,9,KKAr,MW 01:00 PM - 02:30 PM,NAC409,0
2364.,MAT120,10,AKAd,ST 11:20 AM - 12:50 PM,SAC208,0
2365.,MAT120,11,AKAd,ST 02:40 PM - 04:10 PM,NAC208,0
2366.,MAT120,12,MTM,ST 08:00 AM - 09:30 AM,SAC208,0
2367.,MAT120,13,MTM,ST 09:40 AM - 11:10 AM,SAC208,0
2368.,MAT120,14,SK,ST 01:00 PM - 02:30 PM,SAC208,0
2369.,MAT120,15,MHK3,RA 06:00 PM - 07:30 PM,SAC314,12
2370.,MAT125,1,MAHn,ST 08:00 AM - 09:30 AM,SAC314,0
2371.,MAT125,2,CNP,MW 01:00 PM - 02:30 PM,SAC314,0
2372.,MAT125,3,CNP,MW 02:40 PM - 04:10 PM,SAC203,0
2373.,MAT125,4,OMG,RA 01:00 PM - 02:30 PM,NAC992,0
2374.,MAT125,5,MS1,ST 08:00 AM - 09:30 AM,SAC211,0
2375.,MAT125,6,MS1,ST 09:40 AM - 11:10 AM,SAC211,0
2376.,MAT125,7,OMG,RA 09:40 AM - 11:10 AM,SAC203,0
2377.,MAT125,8,AHBn,MW 01:00 PM - 02:30 PM,SAC208,0
2378.,MAT125,9,MFU,RA 11:20 AM - 12:50 PM,SAC315,0
2379.,MAT125,10,AKAd,MW 11:20 AM - 12:50 PM,SAC208,0
2380.,MAT125,11,AKAd,MW 02:40 PM - 04:10 PM,SAC208,0
2381.,MAT125,12,AHBn,MW 04:20 PM - 05:50 PM,NAC307,5
2382.,MAT125,13,MSHs,ST 09:40 AM - 11:10 AM,NAC409,0
2383.,MAT125,14,MSHs,ST 11:20 AM - 12:50 PM,NAC409,0
2384.,MAT125,15,MSHs,ST 02:40 PM - 04:10 PM,NAC409,0
2385.,MAT125,16,LKS,RA 01:00 PM - 02:30 PM,NAC510,14
2386.,MAT125,17,LKS,RA 04:20 PM - 05:50 PM,SAC315,19
2387.,MAT125,18,UMM,ST 01:00 PM - 02:30 PM,SAC314,0
2388.,MAT125,19,MAHn,ST 04:20 PM - 05:50 PM,NAC208,1
2389.,MAT130,1,SBW,RA 02:40 PM - 04:10 PM,SAC315,0
2390.,MAT130,2,SBW,RA 04:20 PM - 05:50 PM,NAC601,0
2391.,MAT130,3,Bbn,RA 02:40 PM - 04:10 PM,NAC208,0
2392.,MAT130,4,Bbn,RA 04:20 PM - 05:50 PM,NAC208,0
2393.,MAT130,5,MS1,MW 08:00 AM - 09:30 AM,SAC208,0
2394.,MAT130,6,MS1,MW 09:40 AM - 11:10 AM,SAC208,0
2395.,MAT130,7,FUA,MW 01:00 PM - 02:30 PM,SAC211,7
2396.,MAT130,8,FUA,MW 04:20 PM - 05:50 PM,SAC208,11
2397.,MAT130,9,MFU,RA 02:40 PM - 04:10 PM,SAC208,0
2398.,MAT130,10,MFU,RA 04:20 PM - 05:50 PM,SAC208,0
2399.,MAT130,11,MTM,MW 08:00 AM - 09:30 AM,SAC211,0
2400.,MAT130,12,MTM,MW 09:40 AM - 11:10 AM,SAC211,0
2401.,MAT130,13,ZHn,MW 09:40 AM - 11:10 AM,NAC510,6
2402.,MAT130,14,ZHn,MW 11:20 AM - 12:50 PM,NAC510,7
2403.,MAT130,15,MSHs,MW 08:00 AM - 09:30 AM,SAC315,0
2404.,MAT130,16,MSHs,MW 11:20 AM - 12:50 PM,NAC409,0
2405.,MAT130,17,Thr,RA 01:00 PM - 02:30 PM,SAC208,0
2406.,MAT130,18,TAa1,RA 09:40 AM - 11:10 AM,SAC211,0
2407.,MAT130,19,TAa1,RA 11:20 AM - 12:50 PM,SAC208,0
2408.,MAT130,20,Thr,RA 11:20 AM - 12:50 PM,SAC314,0
2409.,MAT250,1,AMK,MW 04:20 PM - 05:50 PM,NAC410,0
2410.,MAT250,2,ATA,MW 09:40 AM - 11:10 AM,NAC409,0
2411.,MAT250,3,MAS,MW 04:20 PM - 05:50 PM,SAC203,0
2412.,MAT250,4,PNG,ST 09:40 AM - 11:10 AM,NAC208,0
2413.,AMCS515/MAT250,5,PNG,ST 11:20 AM - 12:50 PM,NAC208,0
2414.,MAT250,6,MHK3,RA 09:40 AM - 11:10 AM,NAC510,0
2415.,MAT250,7,MHK3,RA 11:20 AM - 12:50 PM,NAC510,0
2416.,MAT250,8,MAS,MW 02:40 PM - 04:10 PM,NAC410,0
2417.,MAT250,9,Fdw,RA 02:40 PM - 04:10 PM,SAC314,0
2418.,MAT250,10,Fdw,RA 04:20 PM - 05:50 PM,SAC314,0
2419.,MAT250,11,ATA,ST 02:40 PM - 04:10 PM,SAC208,0
2420.,MAT250,12,UMM,ST 09:40 AM - 11:10 AM,NAC201,0
2421.,MAT350,1,UMM,MW 02:40 PM - 04:10 PM,NAC510,0
2422.,MAT350,2,AMK,MW 06:00 PM - 07:30 PM,SAC314,0
2423.,MAT350,4,MTH,ST 09:40 AM - 11:10 AM,SAC314,0
2424.,MAT350,5,MTH,ST 11:20 AM - 12:50 PM,SAC314,0
2425.,MAT350,6,MTH,MW 02:40 PM - 04:10 PM,SAC315,1
2426.,MAT350,7,PNG,MW 09:40 AM - 11:10 AM,NAC208,0
2427.,MAT350,8,PNG,MW 11:20 AM - 12:50 PM,NAC208,0
2428.,MAT350,9,HAr,MW 09:40 AM - 11:10 AM,SAC315,12
2429.,AMCS516/MAT350,10,HAr,MW 11:20 AM - 12:50 PM,SAC315,0
2430.,MAT350,11,PNG,MW 04:20 PM - 05:50 PM,SAC314,0
2431.,MAT350,12,HAr,ST 09:40 AM - 11:10 AM,SAC315,8
2432.,MAT350,13,ATA,ST 11:20 AM - 12:50 PM,SAC211,0
2433.,MAT350,14,ATA,ST 09:40 AM - 11:10 AM,SAC203,0
2434.,MAT361,2,MALn,ST 11:20 AM - 12:50 PM,NAC410,5
2435.,MAT361,3,MALn,ST 02:40 PM - 04:10 PM,NAC410,15
2436.,MAT361,4,MLM,RA 09:40 AM - 11:10 AM,SAC401,0
2437.,MAT361,5,MLM,RA 11:20 AM - 12:50 PM,SAC401,0
2438.,MAT361,6,ISR,ST 02:40 PM - 04:10 PM,NAC510,0
2439.,MAT361,7,ISR,ST 04:20 PM - 05:50 PM,NAC410,1
2440.,MAT361,8,AdS1,RA 11:20 AM - 12:50 PM,SAC211,0
2441.,MAT361,9,AdS1,RA 01:00 PM - 02:30 PM,SAC211,0
2442.,MAT361,10,MdRk,MW 01:00 PM - 02:30 PM,NAC410,0
2443.,MAT361,11,MdRk,MW 04:20 PM - 05:50 PM,NAC208,3
2444.,MAT361,12,MAIm,RA 11:20 AM - 12:50 PM,NAC410,2
2445.,MAT361,13,MAIm,RA 01:00 PM - 02:30 PM,SAC315,2
2446.,AMCS512/MAT481,1,MLA,MW 04:20 PM - 05:50 PM,SAC315,0
2447.,AMCS511/MAT485,1,HAr,ST 04:20 PM - 05:50 PM,SAC315,21
2448.,MCJ101,1,SRUA,ST 11:20 AM - 12:50 PM,NAC315,6
2449.,MCJ101,2,SRUA,ST 02:40 PM - 04:10 PM,NAC315,6
2450.,MCJ203,1,MEE,ST 09:40 AM - 11:10 AM,NAC304,4
2451.,MCJ203,2,MEE,ST 01:00 PM - 02:30 PM,NAC315,0
2452.,MCJ203L,1,MEE,ST 11:20 AM - 12:50 PM,TV LAB,0
2453.,MCJ203L,2,MEE,ST 04:20 PM - 05:50 PM,TV LAB,22
2454.,MCJ204,1,SPL,MW 04:20 PM - 05:50 PM,NAC602,22
2455.,MCJ303,1,MHR3,MW 02:40 PM - 04:10 PM,NAC602,30
2456.,MCJ414,1,ZTZ,ST 09:40 AM - 11:10 AM,NAC303,19
2457.,MCJ420,1,NNI,MW 01:00 PM - 02:30 PM,NAC602,21
2458.,MCJ420L,1,NNI,ST 01:00 PM - 02:30 PM,TV LAB,21
2459.,MGT212,1,MAO,ST 09:40 AM - 11:10 AM,NAC301,0
2460.,MGT212,2,TYA,ST 09:40 AM - 11:10 AM,NAC306,0
2461.,MGT212,3,JnA,ST 09:40 AM - 11:10 AM,NAC505,0
2462.,MGT212,4,ShL,ST 09:40 AM - 11:10 AM,NAC507,0
2463.,MGT212,5,Afd,ST 11:20 AM - 12:50 PM,NAC204,0
2464.,MGT212,6,JnA,ST 11:20 AM - 12:50 PM,NAC505,5
2465.,MGT212,7,ShL,ST 11:20 AM - 12:50 PM,NAC508,3
2466.,MGT212,8,ShH,ST 11:20 AM - 12:50 PM,NAC509,2
2467.,MGT212,9,Afd,ST 01:00 PM - 02:30 PM,NAC405,5
2468.,MGT212,10,SRS2,ST 01:00 PM - 02:30 PM,NAC501,0
2469.,MGT212,11,Tnn,ST 02:40 PM - 04:10 PM,NAC205,5
2470.,MGT212,12,JnA,ST 02:40 PM - 04:10 PM,NAC505,11
2471.,MGT212,13,SAI2,ST 02:40 PM - 04:10 PM,NAC508,0
2472.,MGT212,14,QTI,ST 02:40 PM - 04:10 PM,NAC509,0
2473.,MGT212,15,Tnn,ST 04:20 PM - 05:50 PM,NAC507,21
2474.,MGT212,16,MKR2,MW 08:00 AM - 09:30 AM,NAC404,7
2475.,MGT212,17,TYA,MW 08:00 AM - 09:30 AM,NAC502,0
2476.,MGT212,18,TYA,MW 09:40 AM - 11:10 AM,NAC509,0
2477.,MGT212,19,Afd,MW 11:20 AM - 12:50 PM,NAC205,0
2478.,MGT212,20,UTH,MW 11:20 AM - 12:50 PM,NAC507,2
2479.,MGT212,21,AmTr,MW 02:40 PM - 04:10 PM,NAC204,0
2480.,MGT212,22,SAI2,MW 02:40 PM - 04:10 PM,NAC305,0
2481.,MGT212,23,SAI2,MW 04:20 PM - 05:50 PM,NAC405,0
2482.,MGT212,24,SYI,ST 04:20 PM - 05:50 PM,NAC204,21
2483.,MGT212,25,HMM1,MW 04:20 PM - 05:50 PM,NAC306,0
2484.,MGT212,26,QTI,ST 08:00 AM - 09:30 AM,NAC301,3
2485.,MGT212,27,MAO,ST 08:00 AM - 09:30 AM,NAC204,8
2486.,MGT212,28,SRS2,ST 04:20 PM - 05:50 PM,NAC202,0
2487.,MGT314,1,Ift,ST 01:00 PM - 02:30 PM,NAC204,15
2488.,MGT314,2,Mof,ST 01:00 PM - 02:30 PM,NAC509,0
2489.,MGT314,3,Ift,ST 02:40 PM - 04:10 PM,NAC306,28
2490.,MGT314,4,Mof,ST 02:40 PM - 04:10 PM,NAC404,0
2491.,MGT314,6,BSK,MW 09:40 AM - 11:10 AM,NAC508,0
2492.,MGT314,7,TBA,MW 01:00 PM - 02:30 PM,NAC505,20
2493.,MGT314,8,BSK,MW 02:40 PM - 04:10 PM,NAC301,11
2494.,MGT314,11,MDRH,RA 11:20 AM - 12:50 PM,NAC204,6
2495.,MGT314,12,MDRH,RA 01:00 PM - 02:30 PM,NAC204,26
2496.,MGT314,13,IMM,RA 01:00 PM - 02:30 PM,NAC301,1
2497.,MGT314,14,Mof,MW 01:00 PM - 02:30 PM,NAC991,0
2498.,MGT314,16,IMM,RA 02:40 PM - 04:10 PM,NAC511,1
2499.,MGT314,17,IMM,RA 04:20 PM - 05:50 PM,NAC619,10
2500.,MGT321,1,Afd,MW 01:00 PM - 02:30 PM,NAC405,33
2501.,MGT351,1,SYI,ST 09:40 AM - 11:10 AM,NAC404,0
2502.,MGT351,2,Mli,ST 09:40 AM - 11:10 AM,NAC509,0
2503.,MGT351,3,SYI,ST 11:20 AM - 12:50 PM,NAC205,0
2504.,MGT351,4,ShH,ST 01:00 PM - 02:30 PM,NAC301,0
2505.,MGT351,5,HMM1,ST 01:00 PM - 02:30 PM,NAC305,0
